id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
621960198566758900,The Historic Jesse Buel Farmhouse w/ Heated Pool,382970529,Thomas,,FOURTEENTH WARD,42.66762,-73.79919,Entire home/apt,882,1,15,2025-02-06,0.47,12,330,8,
932642358896439621,Stylish top floor apt w/parking,232967878,Diana,,THIRTEENTH WARD,42.67224,-73.79301,Entire home/apt,106,1,37,2025-02-15,1.88,23,86,26,
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,99,1,251,2025-02-23,6.40,4,341,73,
20671966,The Metropolitan,98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,58,2,46,2025-01-19,0.51,8,248,7,
24606880,The Western Suite,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,50,2,48,2025-02-27,0.62,8,340,9,
1097995825442731795,New Center square studio,232967878,Diana,,SIXTH WARD,42.65269,-73.76567,Entire home/apt,93,2,38,2025-02-10,3.18,23,83,38,
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,156,1,155,2025-02-21,4.03,4,217,49,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,142,1,129,2025-01-12,2.35,1,227,9,
6623339,Center Sq. Loft in Converted Precinct w/ Parking,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,96,2,331,2025-02-09,2.79,4,294,24,
1256391301639690602,Lovely 1 bedroom across the park,37769478,Erion,,SIXTH WARD,42.65422976833157,-73.76982577313373,Entire home/apt,88,1,8,2025-02-11,1.60,11,364,8,
1289084606313003203,"1 bedroom apt close to hospitals,3min to Albanymed",484673863,Michaela,,TENTH WARD,42.65701240741075,-73.78116252001512,Entire home/apt,70,1,18,2025-02-23,5.14,3,336,18,
937927979762952955,Hudson 4 at The Argus Hotel,526358730,Argus,,TENTH WARD,42.66043,-73.77432,Private room,165,1,2,2024-10-12,0.33,12,300,2,
937837897631191844,Hudson 2 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65867,-73.77479,Private room,165,1,2,2023-12-31,0.11,12,304,0,
1075444056381274297,The Tangerine Door,542733174,Rebecca,,TWELFTH WARD,42.67908,-73.79505,Entire home/apt,126,2,21,2025-02-23,1.60,1,29,18,
1051544181986274174,Renovated Cozy 1920’s Apartment,31994990,Gonca,,SEVENTH WARD,42.64478,-73.7764,Entire home/apt,53,28,1,2024-09-30,0.19,2,26,1,
938271786418327576,Knickerbocker 3 The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65868,-73.77333,Private room,243,1,0,,,12,340,0,
937935210290408974,Hudson 5 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65847,-73.77272,Private room,161,1,5,2024-12-29,0.30,12,336,4,
806767523952124375,& Modern Luxury Cottage in Central ALB,110453341,Alexis,,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,103,1,36,2024-10-20,1.41,1,361,15,
938260134617291567,Whalen 4 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65893,-73.77448,Private room,180,1,0,,,12,335,0,
1294330125585979004,Modern Luxury 2 bedroom w/yard,353498132,Michael,,EIGHTH WARD,42.64592834063253,-73.79876141165387,Entire home/apt,155,13,0,,,6,149,0,
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,158,2,5,2025-02-16,0.87,1,364,5,
1274613024891750632,Cozy room in the heart of Albany,32379616,Fabiola,,THIRD WARD,42.66487530937626,-73.76730339028755,Private room,37,28,0,,,3,364,0,
937959604296602771,Whalen 2 Deluxe at The Argus Hotel,526358730,Argus,,TENTH WARD,42.66003,-73.7732,Private room,186,1,0,,,12,334,0,
563711706943869398,/Purple Potty Penthouse\ 1928 Pine Hill 4Bed 1Bath,4259750,Peter,,THIRTEENTH WARD,42.66919,-73.78672,Entire home/apt,,2,9,2024-10-19,0.24,8,364,3,
50088935,Quiet 2-bedroom condo in the heart of Albany,172658781,Jessica,,THIRTEENTH WARD,42.66972,-73.79544,Entire home/apt,,60,4,2022-11-30,0.10,2,293,0,
53971505,Charming 1 Bdrm Garden Apt in Historic Brownstone,60293220,David,,FOURTH WARD,42.65873,-73.7494,Entire home/apt,,13,3,2022-12-31,0.08,3,364,0,
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,,1,173,2025-02-16,2.77,1,193,7,
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,Allen,,NINTH WARD,42.65578,-73.78641,Entire home/apt,,3,47,2025-02-17,1.59,9,152,16,
631778545710518995,Lovely 3-bedroom apartment with indoor fireplace.,272907816,Angela,,SECOND WARD,42.645252,-73.753433,Entire home/apt,,1,17,2024-06-10,0.69,4,0,5,
993431459821117738,Albany 3 Bedroom Apt. Sleeps 6,309980121,Ron,,SIXTH WARD,42.65623,-73.7641152,Entire home/apt,,14,12,2024-02-29,0.71,1,0,0,
565171585673492875,Lovely 1 bed apartment close to MVP Arena,232967878,Diana,,SECOND WARD,42.64342,-73.75742,Entire home/apt,,1,91,2024-10-28,2.47,23,0,22,
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,,1,85,2024-11-16,2.19,23,59,27,
703551649845095095,Cozy Albany Home,3650672,Zuhair,,THIRTEENTH WARD,42.67075,-73.79704,Entire home/apt,,2,3,2024-08-25,0.41,1,180,3,
794723189688979530,Updated 3/1 unit for Professionals and Families,20144241,Carla,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,,3,13,2024-12-21,0.60,1,59,7,
775645647912379518,Casa Coquette+King Bed w/En Suite+Center Sq 2 min,115597810,Massiel,,SIXTH WARD,42.6518469,-73.7642072,Entire home/apt,,14,47,2024-10-20,1.77,1,13,24,
938266199766701429,Knickerbocker 1 The Argus Hotel,526358730,Argus,,TENTH WARD,42.66037,-73.77327,Private room,,1,0,,,12,338,0,
846586211673806912,Spacious Home Away from Home!,49372011,Philip,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,,3,19,2025-01-24,0.83,2,59,7,
937838302933205871,Hudson 1 at The Argus Hotel,526358730,Argus,,ELEVENTH WARD,42.6606,-73.77284,Private room,,1,7,2024-10-16,0.41,12,324,3,
937871330299571029,Everything you need! Modern Gem on New Scotland,471810429,Maria,,SEVENTH WARD,42.65184,-73.78582,Entire home/apt,,2,71,2024-12-31,3.72,1,0,15,
823275570359807298,Cozy Home 5 Minute Walk to Albany Medical Center,500360485,Manjano,,SIXTH WARD,42.65184,-73.77074,Entire home/apt,,7,0,,,1,0,0,
1091422934956081673,2 bed with parking off Madison,232967878,Diana,,TENTH WARD,42.65988,-73.78486,Entire home/apt,,2,15,2024-10-28,1.32,23,89,15,
704544922160063127,Cozy 1 bedroom in desirable Albany Neighborhood,58406953,Nicholas,,THIRTEENTH WARD,42.67485,-73.79867,Entire home/apt,,2,2,2022-10-16,0.07,1,108,0,
888859204851381094,Walk to Downtown Albany: Ten Broeck Triangle Apt!,121680792,Evolve,,THIRD WARD,42.65822,-73.75132,Entire home/apt,,2,13,2024-11-03,0.60,6,346,8,
796231143904004713,Washington Park Inn 4,493882819,Terra,,NINTH WARD,42.65582,-73.77541,Private room,,1,12,2024-12-01,0.61,6,286,5,
917510613914219375,"R&R | Hospitals, Colleges + Politics",6203319,Melissa,,TENTH WARD,42.66261,-73.79158,Private room,,1,10,2024-09-29,0.50,3,0,3,
17238066,"$53($25 foreign student)Twin, noa/cno
Smoke freeBF",61700428,Adam,,FIFTH WARD,42.67614,-73.78169,Private room,,15,132,2024-08-01,1.38,2,365,2,
784781397995494758,Private bedroom and private bath w/separate entry,491907850,Donna,,FOURTEENTH WARD,42.66298,-73.81361,Private room,60,1,15,2024-07-31,0.60,1,83,4,
1344295935213350424,Business Travelers Retreat,42708277,Rodney,,FOURTH WARD,42.675383658286634,-73.75011739653225,Entire home/apt,,1,0,,,6,30,0,
1142828940864329671,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,,FIRST WARD,42.64094,-73.7767,Entire home/apt,,2,4,2024-07-06,0.40,1,0,4,
934035097653060273,Washington Park Inn 7,493882819,Terra,,SIXTH WARD,42.65655,-73.77434,Private room,,1,8,2024-10-06,0.41,6,0,5,
880290989870286099,Spacious 3BR with 2BA & Laundry,49372011,Philip,,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,,2,26,2024-09-02,1.18,2,179,7,
937943638262956751,Whalen 1 Suite at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65908,-73.77326,Private room,,1,2,2024-10-06,0.14,12,277,1,
937966967490420635,Whalen 3 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65857,-73.7744,Private room,,1,0,,,12,334,0,
1142832011692120213,Great area-Renters Favorite-Patio-Full Apt-Parking,129023424,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,,7,5,2024-09-29,0.54,1,225,5,
1279781671588026640,Spacious & Quiet Townhouse Near Legislative Center,528617680,Paola,,SECOND WARD,42.6453112779392,-73.75793399720892,Private room,,1,6,2025-02-19,1.50,2,0,6,
1284983740417509877,Cowen Residence Hospitality.,661066080,Conseta,,FOURTH WARD,42.67445142837617,-73.73835701264711,Entire home/apt,,1,1,2025-01-18,0.68,1,171,1,
28519423,Albany Medical/Dtwn Albany/Colleges/RED ROOM M.,89705052,Share,,TENTH WARD,42.65746,-73.77904,Private room,51,2,70,2025-01-04,0.90,3,121,10,
756752556396798800,Private Room in the Center of the Albany,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,47,5,17,2025-02-27,0.64,2,214,3,
2992450,Luxury 2 bedroom apartment,4621559,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,70,28,9,2022-08-17,0.07,1,335,0,
1246452851774715158,Room close to AMC and St peter,652223872,Umit,,TENTH WARD,42.65941683202992,-73.78360267728567,Private room,53,3,4,2024-12-23,0.85,1,364,4,
938421117122010799,"The backroom with TV, Queen bed and extra futon",116935236,Fs,,ELEVENTH WARD,42.6708367,-73.7853116,Private room,,2,23,2024-12-17,1.18,4,336,11,
1273958657689116365,3 Bedroom Cozy Ranch,57127782,Deanna,,FIFTEENTH WARD,42.673155,-73.8203654,Entire home/apt,,1,21,2025-02-16,5.04,1,300,21,
52042995,B-Room for students & professionals close to all.,160832560,Luke,,FIFTEENTH WARD,42.67643,-73.82903,Private room,41,2,23,2025-02-18,0.58,1,342,2,
38321579,Comfy and quiet,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,53,1,397,2025-02-27,5.95,2,140,104,
1183460523409924571,Albany Business Class Apartment,42708277,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,60,1,8,2025-02-16,0.96,6,51,8,
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,91,3,89,2025-02-27,1.79,9,152,28,
689719338468663432,"Elegant, spacious studio apt in historic mansion",1717342,David,,SIXTH WARD,42.654057650371506,-73.76071299629517,Entire home/apt,83,1,238,2025-02-15,7.70,2,212,89,
887167811237271928,The Comfort II,459472925,Gabriel,,THIRD WARD,42.66246,-73.76576,Private room,36,1,26,2025-02-17,1.23,2,363,10,
1365428503448527322,"Cozy 2 bed/1 Bath, 2nd Floor Apt",664328482,Oluyinka,,SECOND WARD,42.6436654,-73.7536006,Entire home/apt,98,1,0,,,1,345,0,
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,59,2,68,2024-05-19,0.92,8,247,4,
677623197606854496,**New Listing! Modern 2 bdrm Apt in Mansion Area!,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,,2,28,2023-09-29,0.91,1,0,0,
1210875317904799284,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812,-73.81912,Entire home/apt,199,3,0,,,1,358,0,
52923647,Cozy 3BR House in Whitehall near DT Albany,428451585,Erwin,,EIGHTH WARD,42.64792,-73.79953,Entire home/apt,225,3,0,,,1,364,0,
50211226,Cozy Studio By Washington Park | Walkable!,105597161,Kate And Jake,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,104,2,179,2025-02-09,4.64,1,348,31,
581057744765912905,◆UNIQUE◆ spacious LOFT with photo studio w/d!,47625981,Linda,,THIRD WARD,42.65848,-73.76359,Entire home/apt,92,1,44,2025-01-13,1.22,18,362,5,
938475906652462790,Colorful and eclectic apartment,132766782,Kelly,,TWELFTH WARD,42.67398,-73.79126,Entire home/apt,113,3,9,2025-02-17,0.85,1,260,9,
1170384250566304506,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,,SECOND WARD,42.64349,-73.75906,Entire home/apt,313,2,2,2024-07-31,0.24,2,109,2,
910155617642317638,Exclusive | Suite ~ Extended Stay,6203319,Melissa,,TENTH WARD,42.66292,-73.7909,Private room,,1,1,2023-07-26,0.05,3,0,0,
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5",349460842,Scott,,TENTH WARD,42.6639,-73.7927,Private room,56,28,0,,,17,304,0,
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,Adam,,ELEVENTH WARD,42.67583,-73.78297,Private room,55,15,231,2024-02-29,2.17,2,365,0,
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,101,1,67,2025-02-15,1.88,11,361,11,
53312101,* 1 bed near Times Union center & Egg w/parking *,232967878,Diana,,SECOND WARD,42.64369,-73.7581,Entire home/apt,76,2,57,2024-12-21,1.42,23,66,15,
1362703493266949171,Classic & Homey 2BD/1BA Fl 2 Apt @ Downtown Albany,44434571,Earl,,THIRD WARD,42.64603244244705,-73.7523681041259,Entire home/apt,94,1,0,,,10,363,0,
1004978540001566331,Elegant Albany Retreat | Mins to D/T & UAlbany,31318080,Cindy,,EIGHTH WARD,42.6555,-73.81066,Entire home/apt,125,2,43,2025-02-01,3.39,1,131,42,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,108,1,115,2025-02-04,2.30,18,346,18,
45074220,"Historic Albany, Loft Apartment",272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,77,2,34,2025-02-16,0.81,4,81,4,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,104,1,82,2025-02-14,1.80,18,297,13,
54232383,Lovely 2 bedroom unit with indoor fireplace.,272907816,Angela,,SECOND WARD,42.64459,-73.75392,Entire home/apt,89,2,5,2022-11-06,0.16,4,345,0,
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,64,3,3,2025-01-31,0.33,2,114,3,
1277717926531215616,Large Center Sq Luxury Retreat.,65760,Anthony,,SIXTH WARD,42.6497616,-73.7645287,Entire home/apt,171,4,0,,,1,227,0,
681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,3,2024-03-31,0.12,2,61,1,
653433851241162365,Lovely apartment in heart of Albany,1761578,Grant,,SIXTH WARD,42.65389,-73.76538,Entire home/apt,130,2,6,2024-10-21,0.25,3,38,4,
950613505102507073,A beautiful cozy home,529844022,Shirin,,FIRST WARD,42.63855,-73.76927,Entire home/apt,,1,0,,,1,0,0,
989897095065962672,Minutes from hospitals and Universities,109133858,Priscilla,,THIRTEENTH WARD,42.6716,-73.79799,Entire home/apt,,1,2,2024-11-29,0.16,1,263,1,
1141525488442370659,North Allen,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,28,0,,,3,239,0,
1150611568915810847,Albany historic Washington Park,576083630,Joseph,,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,95,2,9,2024-10-28,0.92,1,74,9,
1296651761769034648,Room in Albany,663670719,Elhadj,,THIRTEENTH WARD,42.664345438141105,-73.77874573138119,Private room,38,1,6,2025-02-26,5.00,3,325,6,
1295804289767410494,'The Blue Home' Private Bedroom 1 / 1 Full Bath,349460842,Scott,,THIRTEENTH WARD,42.66345629680885,-73.7818281544101,Private room,70,30,0,,,17,230,0,
31210362,Nest in Hazel,160340958,Jon,,FIFTEENTH WARD,42.67519,-73.82281,Private room,47,2,30,2025-01-24,0.40,1,351,3,
1189249179392132534,Lovely 1 Bedroom with Parking,37769478,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,80,1,23,2025-02-15,2.97,11,364,23,
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,135,1,113,2025-02-18,2.88,18,286,37,
44180048,Historic Queen Studio Across from Washington Park!,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,97,1,365,2025-02-17,6.48,3,282,40,
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,Richard & Priscela,,SIXTH WARD,42.65594,-73.76591,Entire home/apt,145,1,233,2025-02-09,6.31,2,330,44,
928948908785846870,Newly Renovated Gem in Melrose - Pet Friendly,441054845,Thaddeus,,THIRTEENTH WARD,42.67066,-73.79571,Entire home/apt,58,1,61,2025-02-19,3.14,2,215,45,
1229302903741056027,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104,-73.77971,Entire home/apt,98,1,10,2025-02-15,1.60,3,346,10,
25549565,Quiet and Pretty in the Heart of Center Square,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,71,1,900,2025-02-15,10.98,1,0,120,
1134940445251354534,Calling all travelers,521669673,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,70,14,1,2024-05-03,0.10,4,235,1,
20519885,Spacious5BedroomHome BusinessOrFamily InAlbany!,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,275,4,108,2025-02-17,1.21,1,302,16,
1319619558594743733,Prime Location - 1 Bedroom,559146397,Cathleen,,SIXTH WARD,42.65331,-73.76971,Entire home/apt,65,31,0,,,2,334,0,
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,474,2,84,2025-02-05,2.04,23,84,24,
687496906843024117,Albany-3 bedrooms apt (2nd fl) A&A-Sisters Rental,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,156,1,4,2023-05-28,0.14,2,72,0,
1016050146219474145,Heart of Albany - Downtown Near Everything,42708277,Rodney,,SIXTH WARD,42.65539,-73.76416,Entire home/apt,60,1,33,2025-02-14,2.05,6,46,26,
1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,91,1,50,2025-02-28,5.77,2,207,50,
887179061681202083,The Comfort,459472925,Gabriel,,THIRD WARD,42.6628771,-73.76534029999999,Private room,36,1,29,2024-11-15,1.33,2,361,17,
1266676779473584420,Row house on the park,1017349,Chris,,SIXTH WARD,42.65319027333566,-73.76970599961155,Private room,75,1,1,2024-10-26,0.23,1,83,1,
774701102203414342,Entire cozy unit in Albany,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,72,1,56,2025-01-29,2.12,1,249,19,
1229336497403850446,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,152,1,19,2025-02-15,3.22,3,351,19,
1334238579190312184,Modern & Spacious 3BR/1BA Fl 2 Apt Downtown Albany,44434571,Earl,,SECOND WARD,42.6440750005831,-73.75452790055822,Entire home/apt,126,1,0,,,10,314,0,
881231954286264195,Exposed Brick with Park Views,37769478,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,86,1,18,2025-02-16,0.80,11,335,10,
13083497,Pristine Cape Cod on the Creek - 4 Large Bedrooms!,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,187,2024-11-09,1.77,1,326,14,
841524382518312215,Mellow Cove,462042479,Natasha,,SIXTH WARD,42.66008,-73.76977,Entire home/apt,120,3,6,2024-07-09,0.33,2,364,5,
1158239701426064904,Funky loft studio,502037254,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,98,30,0,,,3,269,0,
52615364,Unique one bedroom in the heart of downtown Albany,416465867,Chris,,THIRD WARD,42.65069,-73.75193,Entire home/apt,65,30,20,2022-03-27,0.49,1,173,0,
53860077,/ Gorgeous Garden Getaway\ 1943 SUNY Eagle Hill,4259750,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,,1,35,2024-12-10,0.97,8,365,19,
737574278276037589,4 bed all on one floor,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,,1,45,2025-01-31,1.61,23,0,13,
717373135846408345,Centrally located 2 bed w/ off street parking,232967878,Diana,,THIRTEENTH WARD,42.67261,-73.79262,Entire home/apt,,1,60,2025-02-15,2.10,23,86,30,
1175235317794137317,Furnished 4 bed vintage home,20536619,Emily,,THIRTEENTH WARD,42.67276,-73.79332,Entire home/apt,,20,0,,,5,0,0,
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,32,18,31,2025-01-24,0.35,3,212,7,
1242227342075722524,Nice room in downtown albany,594734396,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,50,1,23,2025-02-27,4.42,1,358,23,
1146352622413555849,491 Washington Ave FL1Rare,575030103,Rehan,,ELEVENTH WARD,42.66259,-73.7733,Private room,50,2,16,2025-01-03,1.61,2,269,16,
1158059552251999833,"""The Albany Allen Home"" Private Bedroom 1",349460842,Scott,,TENTH WARD,42.66428,-73.79249,Private room,56,28,2,2024-11-29,0.33,17,254,2,
1062527013885315764,"private twin room near hospitals, schools",20536619,Emily,,THIRTEENTH WARD,42.67096,-73.79514,Private room,59,3,11,2025-01-18,0.83,5,82,9,
649973892551492641,Modern luxury studio with free off street parking,353498132,Michael,,SECOND WARD,42.64625,-73.75663,Entire home/apt,90,14,8,2024-11-26,0.26,6,332,3,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,108,1,99,2025-02-16,1.99,18,279,15,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,99,1,74,2024-10-28,1.71,18,283,8,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,126,1,143,2025-02-14,2.88,18,284,23,
1343763529035880659,Home in Great Safe Neighborhood,51050977,Manny,,FIFTEENTH WARD,42.6694592,-73.8269249,Entire home/apt,114,30,0,,,1,364,0,
1105303461851883481,Downtown Brownstone with a View!,14817455,Matt,,THIRD WARD,42.65749,-73.75263,Entire home/apt,140,7,0,,,1,268,0,
786196811078165173,Mansion in Albany 7minutes to Downtown Albany,444163492,Drasana,,FOURTH WARD,42.67996,-73.75352,Entire home/apt,,30,13,2024-02-25,0.53,1,0,0,
634108143238179968,Perfect for Families and Traveling Professionals,119340359,Lori,,SIXTH WARD,42.65323,-73.76797,Entire home/apt,,30,101,2024-07-28,3.02,2,0,17,
849460179246794510,Your luxury home away from home,1761578,Grant,,SIXTH WARD,42.65432,-73.76531,Entire home/apt,,2,2,2025-02-17,0.16,3,114,1,
1187591175698501325,House near major medical center,232967878,Diana,,NINTH WARD,42.65502,-73.79183,Entire home/apt,,1,22,2025-01-27,2.75,23,89,22,
19571496,Modern Studio Perfect Location Albany,36438637,Chad,,TENTH WARD,42.6585,-73.78414,Private room,45,18,29,2025-01-24,0.35,4,357,2,
